城市名 区/显 电影院名字 电影院主页url
北京 房山区 乐糖影城（房山店） https://maoyan.com/cinema/17169?poi=152404744
北京 房山区 咪咚影院（良乡店） https://maoyan.com/cinema/25256?poi=169653614
北京 房山区 新影联美亚东申影城 https://maoyan.com/cinema/27343?poi=194634103
北京 房山区 耀莱成龙影城（房山天街店） https://maoyan.com/cinema/25747?poi=182505168
北京 房山区 新华国际影城（房山店） https://maoyan.com/cinema/131?poi=299222
北京 房山区 DMG国际影城（良乡店） https://maoyan.com/cinema/16058?poi=5677585
北京 房山区 北京燕山文化活动中心影院 https://maoyan.com/cinema/15272?poi=99082156
北京 西城区 大观楼电影院 https://maoyan.com/cinema/263?poi=89010
北京 西城区 耀莱成龙影城（马连道店） https://maoyan.com/cinema/5278?poi=2393654
北京 西城区 首都电影院（西单店） https://maoyan.com/cinema/149?poi=283722
北京 西城区 首都电影院（金融街店） https://maoyan.com/cinema/1625?poi=1541415
北京 西城区 国宾菁英电影院 https://maoyan.com/cinema/255?poi=274294
北京 西城区 广安门电影院 https://maoyan.com/cinema/247?poi=82592
北京 西城区 地质礼堂 https://maoyan.com/cinema/261?poi=89006
北京 西城区 中都影城（王府井百货右安门店） https://maoyan.com/cinema/24061?poi=162727173
北京 西城区 晟嘉国际影城（新华百货店） https://maoyan.com/cinema/25061?poi=165629027
北京 西城区 晟嘉国际影城（西单万方店） https://maoyan.com/cinema/25163?poi=166012764
北京 西城区 工人俱乐部电影院 https://maoyan.com/cinema/237?poi=1436438
北京 西城区 北京青年宫 https://maoyan.com/cinema/260?poi=271434
北京 西城区 剧空间剧场 https://maoyan.com/cinema/14387?poi=73944402
北京 昌平区 首都电影院（悦荟万科广场店） https://maoyan.com/cinema/8186?poi=373237
北京 昌平区 保利国际影城（龙旗广场店） https://maoyan.com/cinema/5502?poi=3320660
北京 昌平区 中影国际影城（昌平永旺店） https://maoyan.com/cinema/107?poi=82598
北京 昌平区 万达影城（龙德广场店） https://maoyan.com/cinema/151?poi=30864
北京 昌平区 万达影城（昌平保利光魔店） https://maoyan.com/cinema/50?poi=361208
北京 昌平区 中影星美国际影城（天通苑店） https://maoyan.com/cinema/26649?poi=191228472
北京 昌平区 中影星美国际影城（温都水城店） https://maoyan.com/cinema/25016?poi=165628212
北京 昌平区 华联影院（回龙观店） https://maoyan.com/cinema/25346?poi=175463726
北京 昌平区 大地院线影城（珠江摩尔店） https://maoyan.com/cinema/26195?poi=189719766
北京 昌平区 沃美影城（回龙观店） https://maoyan.com/cinema/9647?poi=4058821
北京 昌平区 莱纳龙域影城 https://maoyan.com/cinema/25814?poi=184222752
北京 昌平区 大地影院（昌平菓岭店） https://maoyan.com/cinema/66?poi=1432377
北京 通州区 百尚影城 https://maoyan.com/cinema/6227?poi=2371476
北京 通州区 大地影院（米拉店） https://maoyan.com/cinema/8301?poi=6151046
北京 通州区 博纳国际影城（通州土桥店） https://maoyan.com/cinema/14381?poi=51455681
北京 通州区 耀莱成龙影城（临河里店） https://maoyan.com/cinema/14634?poi=92950934
北京 通州区 博纳国际影城（通州北苑店） https://maoyan.com/cinema/2?poi=363447
北京 通州区 米瑞酷影城（乔庄店） https://maoyan.com/cinema/8654?poi=4800806
北京 通州区 万达影城（银兴光魔店） https://maoyan.com/cinema/10964?poi=6139543
北京 通州区 万达影城（通州万达店） https://maoyan.com/cinema/10837?poi=41521114
北京 通州区 华联影院（通州店） https://maoyan.com/cinema/26095?poi=188992887
北京 通州区 通州区电影院 https://maoyan.com/cinema/178?poi=82560
北京 通州区 北京东融国际影城（月亮河店） https://maoyan.com/cinema/15421?poi=99968119
北京 顺义区 CGV影城（顺义店） https://maoyan.com/cinema/8111?poi=6448554
北京 顺义区 华彩恐龙主题影城 https://maoyan.com/cinema/16496?poi=116704263
北京 顺义区 大地影院（顺义隆华店） https://maoyan.com/cinema/12394?poi=41599879
北京 顺义区 顺义影剧院 https://maoyan.com/cinema/180?poi=89018
北京 顺义区 博纳国际影城（顺义店） https://maoyan.com/cinema/69?poi=1437402
北京 顺义区 橙天嘉禾影城（祥云小镇店） https://maoyan.com/cinema/11102?poi=40420215
北京 顺义区 ACE影城 https://maoyan.com/cinema/26537?poi=191131831
北京 顺义区 大地影院（北京鲁能美丽汇） https://maoyan.com/cinema/26411?poi=190615697
北京 顺义区 恒华国际影城（顺义店） https://maoyan.com/cinema/23612?poi=158695144
北京 怀柔区 IDA传奇影城（怀柔店） https://maoyan.com/cinema/55?poi=3260663
北京 怀柔区 万达影城（怀柔万达广场店） https://maoyan.com/cinema/24662?poi=165035028
北京 怀柔区 唐阁影城（怀柔星东天地店） https://maoyan.com/cinema/24260?poi=163859137
北京 怀柔区 环球国际影城（怀柔店） https://maoyan.com/cinema/16823?poi=150309419
北京 怀柔区 米珈尼有渔影城 https://maoyan.com/cinema/24069?poi=162782170
北京 怀柔区 米珈尼汽车影院 https://maoyan.com/cinema/15748?poi=94728699
北京 怀柔区 怀柔区电影院 https://maoyan.com/cinema/2378?poi=1541434
北京 门头沟区 门头沟影剧院 https://maoyan.com/cinema/182?poi=3260641
北京 门头沟区 幸福蓝海影城（门头沟店） https://maoyan.com/cinema/10570?poi=42297501
北京 门头沟区 熙旺国际影城 https://maoyan.com/cinema/10979?poi=40550440
北京 石景山区 万达影城（石景山店） https://maoyan.com/cinema/133?poi=298683
北京 石景山区 保利国际影城（苹果园店） https://maoyan.com/cinema/10294?poi=6596632
北京 石景山区 古城电影院 https://maoyan.com/cinema/246?poi=82589
北京 平谷区 华联影城（平谷店） https://maoyan.com/cinema/15082?poi=97314976
北京 平谷区 平谷区影剧院 https://maoyan.com/cinema/2379?poi=1156598
北京 平谷区 米瑞酷国际影城（平谷店） https://maoyan.com/cinema/26075?poi=188832315
北京 密云区 博纳国际影城（密云店） https://maoyan.com/cinema/24340?poi=164442351
北京 密云区 瑞嘉影城 https://maoyan.com/cinema/16595?poi=112400372
北京 密云区 密云大剧院 https://maoyan.com/cinema/183?poi=1436412
北京 延庆区 大地影院（延庆金锣湾店） https://maoyan.com/cinema/13?poi=1366944
保定 莲池区 华隶影城（华创广场店） https://maoyan.com/cinema/5873?poi=2462359
保定 莲池区 四通影城 https://maoyan.com/cinema/15083?poi=90007627
保定 莲池区 天映影城 https://maoyan.com/cinema/285?poi=1438055
保定 莲池区 华隶影城（童梦店） https://maoyan.com/cinema/24870?poi=165563751
保定 莲池区 天悦影城（东风华联店） https://maoyan.com/cinema/26327?poi=190308198
保定 莲池区 金熊国际影城（保定银座店） https://maoyan.com/cinema/26048?poi=188585574
保定 定州市 大世界国际影城（广场店） https://maoyan.com/cinema/15236?poi=83652779
保定 定州市 大世界国际影城（购物中心店） https://maoyan.com/cinema/15248?poi=84123290
保定 定州市 崇文国际影城 https://maoyan.com/cinema/15233?poi=51751018
保定 定州市 盛东4D影城 https://maoyan.com/cinema/27366?poi=194688122
保定 定州市 新天地国际影城 https://maoyan.com/cinema/9927?poi=5203473
保定 定州市 大世界国际影城 https://maoyan.com/cinema/15236?poi=83652779
保定 竞秀区 万达影城（万博广场店） https://maoyan.com/cinema/2714?poi=2367020
保定 竞秀区 时代金球影城（东风西路店） https://maoyan.com/cinema/7630?poi=4831626
保定 竞秀区 北国金棕榈先天下国际影城（保定店） https://maoyan.com/cinema/1734?poi=1439593
保定 竞秀区 星美国际影商城（茂业店） https://maoyan.com/cinema/13459?poi=5146976
保定 竞秀区 雷亚影城 https://maoyan.com/cinema/23925?poi=160408811
保定 涿州市 中影星美影城（范阳西路店） https://maoyan.com/cinema/7993?poi=6475472
保定 涿州市 新范阳影城（汇金广场店） https://maoyan.com/cinema/7498?poi=3253992
保定 涿州市 金棕榈钻石国际影城（涿州店） https://maoyan.com/cinema/10551?poi=6910326
保定 涿州市 新范阳影城（水岸花城） https://maoyan.com/cinema/13925?poi=41238137
保定 涿州市 橙天国际影城（涿州店） https://maoyan.com/cinema/24892?poi=165580578
保定 高碑店市 福慧越天电影院 https://maoyan.com/cinema/11313?poi=40101211
保定 高碑店市 嘉莱星浩国际影城（国际商贸城店） https://maoyan.com/cinema/17327?poi=157079706
保定 高碑店市 嘉林彤美电影院 https://maoyan.com/cinema/13681?poi=95535685
保定 高碑店市 米瑞酷影院（高碑店） https://maoyan.com/cinema/15955?poi=94800726
保定 曲阳县 汇博国际影城（曲阳店） https://maoyan.com/cinema/9702?poi=5312671
保定 曲阳县 曲阳县凯嘉影院 https://maoyan.com/cinema/25943?poi=186474479
保定 曲阳县 金熊国际影城（曲阳北国店） https://maoyan.com/cinema/25207?poi=169056373
保定 满城区 嘉和电影院 https://maoyan.com/cinema/283?poi=1549123
保定 满城区 万象影城 https://maoyan.com/cinema/14053?poi=74212591
保定 满城区 聚点影城（满城惠友店） https://maoyan.com/cinema/25957?poi=186483264
保定 唐县 新视觉影城 https://maoyan.com/cinema/1736?poi=1439595
保定 唐县 天戈影城 https://maoyan.com/cinema/17185?poi=152527505
保定 望都县 锦秀影城 https://maoyan.com/cinema/9278?poi=2011177
保定 望都县 耀莱成龙国际影城（望都店） https://maoyan.com/cinema/23730?poi=159334004
保定 涞水县 橙天国际影城（涞水店） https://maoyan.com/cinema/24923?poi=165605792
保定 涞水县 涞水影剧院 https://maoyan.com/cinema/15249?poi=92790156
保定 高阳县 金棕榈钻石影城 https://maoyan.com/cinema/16082?poi=101296163
保定 高阳县 高阳电影院 https://maoyan.com/cinema/25284?poi=170644381
保定 雄县 幕维国际影城（雄县店） https://maoyan.com/cinema/25229?poi=169397855
保定 雄县 雄县百花影院 https://maoyan.com/cinema/15251?poi=99281627
保定 蠡县 蠡县影剧院 https://maoyan.com/cinema/13502?poi=51624277
保定 蠡县 蠡县嘉和国际影城 https://maoyan.com/cinema/15235?poi=94381589
保定 容城县 容城金棕榈（容城店） https://maoyan.com/cinema/13267?poi=42661918
保定 容城县 奥斯卡影城 https://maoyan.com/cinema/27050?poi=193233690
保定 安国市 药都影院 https://maoyan.com/cinema/12407?poi=41483297
保定 安国市 关汉卿剧院 https://maoyan.com/cinema/15575?poi=76020128
保定 易县 新时代国际影城 https://maoyan.com/cinema/25842?poi=184709871
保定 易县 数字电影院 https://maoyan.com/cinema/13496?poi=50306420
保定 徐水区 徐水文广影剧院 https://maoyan.com/cinema/15574?poi=97197805
保定 徐水区 星美国际影商城（徐水店） https://maoyan.com/cinema/9700?poi=4440850
保定 定兴县 大钟寺国际影城 https://maoyan.com/cinema/15234?poi=76862505
保定 定兴县 王实甫大剧院 https://maoyan.com/cinema/15250?poi=90176080
保定 安新县 佰纳国际影城 https://maoyan.com/cinema/12937?poi=42151950
保定 阜平县 阜平数字影院 https://maoyan.com/cinema/1735?poi=1545528
保定 博野县 恒源影院 https://maoyan.com/cinema/13795?poi=51569014
保定 清苑区 百视影院 https://maoyan.com/cinema/2512?poi=1564088
保定 涞源县 涞源金棕榈 https://maoyan.com/cinema/24575?poi=164892214
保定 顺平县 飞悦影城（顺平县） https://maoyan.com/cinema/17195?poi=152566529
蚌埠 蚌山区 大地影院（华海店） https://maoyan.com/cinema/12837?poi=41174209
蚌埠 蚌山区 横店电影城（宝龙店） https://maoyan.com/cinema/679?poi=911632
蚌埠 蚌山区 万达影城（万达广场店） https://maoyan.com/cinema/8001?poi=6024525
蚌埠 蚌山区 大地影院（银泰城店） https://maoyan.com/cinema/16651?poi=128778957
蚌埠 蚌山区 恒大嘉凯影城 https://maoyan.com/cinema/16630?poi=132579742
蚌埠 蚌山区 耀莱成龙国际影城（二马路店） https://maoyan.com/cinema/14502?poi=76232575
蚌埠 蚌山区 蚌埠中影凯得利影城 https://maoyan.com/cinema/23947?poi=160703007
蚌埠 蚌山区 大地影院（商之都店） https://maoyan.com/cinema/2708?poi=2364022
蚌埠 蚌山区 万达影城（文化广场店） https://maoyan.com/cinema/678?poi=52792
蚌埠 怀远县 时代巨幕影城 https://maoyan.com/cinema/16057?poi=101206008
蚌埠 怀远县 怀远圣达国际影城 https://maoyan.com/cinema/16255?poi=119269209
蚌埠 怀远县 凤凰电影城（怀远店） https://maoyan.com/cinema/7008?poi=4782898
蚌埠 五河县 好运国际影城 https://maoyan.com/cinema/12728?poi=42587471
蚌埠 五河县 横店电影城（五河中央广场店） https://maoyan.com/cinema/25777?poi=183993553
蚌埠 五河县 五河金帝影院 https://maoyan.com/cinema/16932?poi=106253829
蚌埠 龙子湖区 耀莱成龙影城（学府店） https://maoyan.com/cinema/10885?poi=41443716
蚌埠 龙子湖区 星潮影城（东方新天地店） https://maoyan.com/cinema/25093?poi=165654783
蚌埠 龙子湖区 星美国际影商城（和平店） https://maoyan.com/cinema/677?poi=1438910
蚌埠 固镇县 耀莱成龙国际影城（固镇店） https://maoyan.com/cinema/17344?poi=157203248
蚌埠 固镇县 横店电影城（固镇店） https://maoyan.com/cinema/15654?poi=93686209
蚌埠 禹会区 大地影院（百大拓基店） https://maoyan.com/cinema/14389?poi=76078255
包头 昆都仑区 MZC全景影城 https://maoyan.com/cinema/15650?poi=94722192
包头 昆都仑区 MZC神华国际影城 https://maoyan.com/cinema/275?poi=1481620
包头 昆都仑区 天亿国际影城（东方明珠店） https://maoyan.com/cinema/1590?poi=94754
包头 昆都仑区 汇星国际影城 https://maoyan.com/cinema/11120?poi=42996309
包头 昆都仑区 CGV影城（茂业店） https://maoyan.com/cinema/16315?poi=119287320
包头 昆都仑区 万星激光影城 https://maoyan.com/cinema/25827?poi=184314752
包头 昆都仑区 恒大嘉凯影城（名都店） https://maoyan.com/cinema/27274?poi=193991531
包头 昆都仑区 苏宁影城（包头店） https://maoyan.com/cinema/16429?poi=114111105
包头 昆都仑区 完美世界影城（17.5包百店） https://maoyan.com/cinema/276?poi=70141
包头 青山区 金亿国际影城 https://maoyan.com/cinema/9758?poi=28062
包头 青山区 万达影城（青山万达广场店） https://maoyan.com/cinema/277?poi=1517754
包头 青山区 万达影城（正翔广场店） https://maoyan.com/cinema/24475?poi=164708044
包头 青山区 华联影城（包头店） https://maoyan.com/cinema/16235?poi=116092893
包头 青山区 第一工人文化宫 https://maoyan.com/cinema/15494?poi=1419204
包头 青山区 完美世界影城（17.5时代店） https://maoyan.com/cinema/274?poi=1550927
包头 东河区 环球时代电影城 https://maoyan.com/cinema/13218?poi=40814318
包头 东河区 中数国际电影城 https://maoyan.com/cinema/11034?poi=40244247
包头 东河区 MZC黄河国际影城 https://maoyan.com/cinema/16246?poi=116888284
包头 东河区 劝业影院 https://maoyan.com/cinema/13845?poi=63982096
包头 白云矿区 新世纪影城（白云店） https://maoyan.com/cinema/16411?poi=110070017
包头 九原区 万达影城（九原万达广场店） https://maoyan.com/cinema/25543?poi=179528751
包头 固阳县 金亿云天影城（固阳店） https://maoyan.com/cinema/24468?poi=164700085
